ASSIGNMENT_KEY,EMP_CODE,ASSIGNMENT_START_DATE,ASSIGNMENT_END_DATE,ASSIGNMENT_ORGUNIT_CODE,ASSIGNMENT_OFFICE_CODE,ASSIGNMENT_JOB_CODE,ASSIGNMENT_JOB_LIB
98742_20190101_29991231,98742,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98743_20190101_29991231,98743,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98744_20190101_29991231,98744,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98745_20190101_29991231,98745,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98746_20190101_29991231,98746,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98747_20190101_29991231,98747,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98748_20190101_29991231,98748,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98749_20190101_29991231,98749,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98952_20190101_29991231,98952,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98953_20190101_29991231,98953,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98954_20190101_29991231,98954,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98955_20190101_29991231,98955,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98956_20190101_29991231,98956,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98957_20190101_29991231,98957,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98958_20190101_29991231,98958,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98959_20190101_29991231,98959,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98960_20190101_29991231,98960,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98961_20190101_29991231,98961,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98962_20190101_29991231,98962,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98963_20190101_29991231,98963,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99110_20190101_29991231,99110,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99111_20190101_29991231,99111,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99112_20190101_29991231,99112,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99113_20190101_29991231,99113,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99114_20190101_29991231,99114,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99115_20190101_29991231,99115,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99116_20190101_29991231,99116,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99117_20190101_29991231,99117,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99118_20190101_29991231,99118,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99119_20190101_29991231,99119,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99120_20190101_29991231,99120,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99121_20190101_29991231,99121,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99307_20190101_29991231,99307,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99308_20190101_20190601,99308,2019-01-01,2019-06-01 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99309_20190101_29991231,99309,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99310_20190101_29991231,99310,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99311_20190101_29991231,99311,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99312_20190101_29991231,99312,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99313_20190101_29991231,99313,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99314_20190101_29991231,99314,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99315_20190101_29991231,99315,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99316_20190101_29991231,99316,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99317_20190101_29991231,99317,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99318_20190101_29991231,99318,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98750_20190101_29991231,98750,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98751_20190101_29991231,98751,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98752_20190101_29991231,98752,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98753_20190101_29991231,98753,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98754_20190101_29991231,98754,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98755_20190101_29991231,98755,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98756_20190101_29991231,98756,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98757_20190101_29991231,98757,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98758_20190101_29991231,98758,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98759_20190101_29991231,98759,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98760_20190101_29991231,98760,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98761_20190101_29991231,98761,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98964_20190101_29991231,98964,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98965_20190101_29991231,98965,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98966_20190101_29991231,98966,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98967_20190101_29991231,98967,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98968_20190101_29991231,98968,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98969_20190101_29991231,98969,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98970_20190101_29991231,98970,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98971_20190101_29991231,98971,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98972_20190101_29991231,98972,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98973_20190101_29991231,98973,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98974_20190101_29991231,98974,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98975_20190101_29991231,98975,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99122_20190101_29991231,99122,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99123_20190101_29991231,99123,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99124_20190101_29991231,99124,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99125_20190101_29991231,99125,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99126_20190101_29991231,99126,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99127_20190101_29991231,99127,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99128_20190101_29991231,99128,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99129_20190101_29991231,99129,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99130_20190101_29991231,99130,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99131_20190101_29991231,99131,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99132_20190101_29991231,99132,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99133_20190101_29991231,99133,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99319_20190101_29991231,99319,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99321_20190101_29991231,99321,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99322_20190101_29991231,99322,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99323_20190101_29991231,99323,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99324_20190101_29991231,99324,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99325_20190101_29991231,99325,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99326_20190101_29991231,99326,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99327_20190101_29991231,99327,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99328_20190101_29991231,99328,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99329_20190101_29991231,99329,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99330_20190101_29991231,99330,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
99331_20190101_29991231,99331,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98762_20190101_29991231,98762,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98763_20190101_29991231,98763,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98764_20190101_29991231,98764,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98765_20190101_29991231,98765,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98766_20190101_29991231,98766,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98767_20190101_29991231,98767,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98768_20190101_29991231,98768,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98769_20190101_29991231,98769,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98770_20190101_29991231,98770,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98771_20190101_29991231,98771,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98772_20190101_29991231,98772,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98773_20190101_29991231,98773,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98976_20190101_29991231,98976,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98977_20190101_29991231,98977,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98978_20190101_29991231,98978,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98979_20190101_29991231,98979,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
98980_20190101_29991231,98980,2019-01-01,2999-12-31 00:00:00,CERPER02  ,CERPRS03  ,CNAPS01   ,Spécialiste Ressources Humaines                             
